name	term	lev	seq	value
"cellular lipid catabolic process"	GO:0044242	4	isogroup42916	0.2
"cellular lipid catabolic process"	GO:0044242	4	isogroup4615	1
"cellular lipid catabolic process"	GO:0044242	4	isogroup4927	-2.8
"cellular lipid catabolic process"	GO:0044242	4	isogroup5205	0.9
"cellular lipid catabolic process"	GO:0044242	4	isogroup6305	-0.3
"cellular lipid catabolic process"	GO:0044242	4	isogroup6583	0.4
"cellular lipid catabolic process"	GO:0044242	4	isogroup7057	0.7
"cellular lipid catabolic process"	GO:0044242	4	isogroup8144	-2.7
"cellular lipid catabolic process"	GO:0044242	4	isogroup9881	0.3
"cellular lipid catabolic process"	GO:0044242	4	isogroup9921	-7.6
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup10844	0.7
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup11839	-0.6
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup12045	2.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup1328	0.7
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup13838	-0.6
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup13845	-2.3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup15313	-0.9
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup16891	-0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup17147	-0.7
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup18647	-1.8
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup18809	-3.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup1990	-2.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup2009	0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup20126	0
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup21147	0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup21817	0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup22366	-0.8
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup22952	-4
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup23266	-0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup25912	-0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup26322	-7.5
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup26747	-3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup2790	0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup2880	-1.6
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup28959	-0.6
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup29489	-5
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup29591	-0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup30288	-0.8
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup3357	1.7
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup34341	-1.3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup35644	-1.4
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup36018	-6.8
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup3984	0.3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup4422	7.3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup7317	-1.3
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup7400	0
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup15796	0.4
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup2274	0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup23501	-0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup3945	0.1
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup4329	1.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup4816	0.2
"mRNA metabolic process"	GO:0006397;GO:0016071	7	isogroup6822	-3.3
"mitochondrial transport"	GO:0006839	4	isogroup13222	4.3
"mitochondrial transport"	GO:0006839	4	isogroup13432	-0.8
"mitochondrial transport"	GO:0006839	4	isogroup15469	0.1
"mitochondrial transport"	GO:0006839	4	isogroup16448	-2.3
"mitochondrial transport"	GO:0006839	4	isogroup18442	2.4
"mitochondrial transport"	GO:0006839	4	isogroup18750	0
"mitochondrial transport"	GO:0006839	4	isogroup19082	1.7
"mitochondrial transport"	GO:0006839	4	isogroup22141	0
"mitochondrial transport"	GO:0006839	4	isogroup22214	-2.2
"mitochondrial transport"	GO:0006839	4	isogroup27006	-1.9
"mitochondrial transport"	GO:0006839	4	isogroup3573	-0.2
"mitochondrial transport"	GO:0006839	4	isogroup6742	0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup10490	-0.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup10603	-1.9
"small molecule biosynthetic process"	GO:0044283	3	isogroup10611	0.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup11109	0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup11606	-7.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup11667	2.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup12115	0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup12186	3.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup12473	-0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup1278	4.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup12806	0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup13031	-0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup13063	-5.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup13777	-2.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup14015	-0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup14233	3.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup14461	-7.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup14680	-0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup14780	-0.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup14794	0.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup14934	-2
"small molecule biosynthetic process"	GO:0044283	3	isogroup15090	0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup15178	-0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup15406	0.8
"small molecule biosynthetic process"	GO:0044283	3	isogroup15505	-3
"small molecule biosynthetic process"	GO:0044283	3	isogroup15533	-0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup15582	0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup15938	-0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup16211	1
"small molecule biosynthetic process"	GO:0044283	3	isogroup16227	-0.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup16550	0.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup16873	0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup17658	2.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup18138	4.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup18352	-2.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup18487	0.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup19229	-0.8
"small molecule biosynthetic process"	GO:0044283	3	isogroup19370	1.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup19442	1.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup19524	-0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup20630	0.8
"small molecule biosynthetic process"	GO:0044283	3	isogroup21209	-0.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup21317	0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup22664	-3.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup2305	0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup23256	-9.8
"small molecule biosynthetic process"	GO:0044283	3	isogroup25876	0
"small molecule biosynthetic process"	GO:0044283	3	isogroup26340	0.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup2642	0
"small molecule biosynthetic process"	GO:0044283	3	isogroup26427	-1
"small molecule biosynthetic process"	GO:0044283	3	isogroup26537	-1.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup26764	-0.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup2685	-1.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup27424	0
"small molecule biosynthetic process"	GO:0044283	3	isogroup27779	1.9
"small molecule biosynthetic process"	GO:0044283	3	isogroup33515	0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup34735	0.9
"small molecule biosynthetic process"	GO:0044283	3	isogroup36577	0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup37039	0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup37375	-1
"small molecule biosynthetic process"	GO:0044283	3	isogroup4000	10
"small molecule biosynthetic process"	GO:0044283	3	isogroup41007	-0.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup4109	-1.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup41853	1.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup42026	0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup4214	-0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup4357	-1.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup4441	0.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup4551	-5.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup4586	-4.9
"small molecule biosynthetic process"	GO:0044283	3	isogroup5020	-0.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup5253	-1.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup5407	0.7
"small molecule biosynthetic process"	GO:0044283	3	isogroup5938	0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup6036	0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup6137	1
"small molecule biosynthetic process"	GO:0044283	3	isogroup6281	0.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup6427	0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup6607	-1.4
"small molecule biosynthetic process"	GO:0044283	3	isogroup672	4.9
"small molecule biosynthetic process"	GO:0044283	3	isogroup7334	4.3
"small molecule biosynthetic process"	GO:0044283	3	isogroup7720	-0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup7840	2.5
"small molecule biosynthetic process"	GO:0044283	3	isogroup8029	-0.1
"small molecule biosynthetic process"	GO:0044283	3	isogroup8097	-2.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup8381	0.8
"small molecule biosynthetic process"	GO:0044283	3	isogroup8655	-2.6
"small molecule biosynthetic process"	GO:0044283	3	isogroup8881	10
"small molecule biosynthetic process"	GO:0044283	3	isogroup9047	-0.2
"small molecule biosynthetic process"	GO:0044283	3	isogroup911	0
"small molecule biosynthetic process"	GO:0044283	3	isogroup9916	-1.8
"phosphorelay signal transduction system"	GO:0000160	2	isogroup10377	-6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup10429	-1.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup10471	-1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup1050	0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup10833	2.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup11055	0.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup11229	0.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup11671	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup11792	-0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup12100	1.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup12230	1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup13265	4.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup1466	-0.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup15031	1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup1552	-0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup16403	0.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup16463	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup16535	-0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup17081	-0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup17341	0.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup17606	2.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup19568	0.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup19641	1.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup19673	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup19782	-0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup20067	2.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup20182	2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup21003	-0.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup21284	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup21936	1.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup22437	0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup22904	0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup23055	0.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup24304	-0.8
"phosphorelay signal transduction system"	GO:0000160	2	isogroup24456	0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup24581	-0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup24969	0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup25557	-0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup2650	0
"phosphorelay signal transduction system"	GO:0000160	2	isogroup26863	0.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup2699	-8.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup28287	0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup28303	0
"phosphorelay signal transduction system"	GO:0000160	2	isogroup29595	-0.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup30251	1.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup31186	0.8
"phosphorelay signal transduction system"	GO:0000160	2	isogroup31548	0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup33005	0.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup33114	0.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup33502	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup35362	0.8
"phosphorelay signal transduction system"	GO:0000160	2	isogroup3593	-3.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup36002	1.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup37098	0.8
"phosphorelay signal transduction system"	GO:0000160	2	isogroup3728	0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup3737	0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup38154	-0.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup40976	0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup42761	0.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup44958	-0.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup4546	-4.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup4552	-1.1
"phosphorelay signal transduction system"	GO:0000160	2	isogroup46527	0
"phosphorelay signal transduction system"	GO:0000160	2	isogroup5005	0.3
"phosphorelay signal transduction system"	GO:0000160	2	isogroup6075	-0.7
"phosphorelay signal transduction system"	GO:0000160	2	isogroup6339	1.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup6672	0.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup6871	2.2
"phosphorelay signal transduction system"	GO:0000160	2	isogroup7390	2.9
"phosphorelay signal transduction system"	GO:0000160	2	isogroup8021	-0.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup8524	3.4
"phosphorelay signal transduction system"	GO:0000160	2	isogroup8549	-2.6
"phosphorelay signal transduction system"	GO:0000160	2	isogroup8712	-0.5
"phosphorelay signal transduction system"	GO:0000160	2	isogroup8904	-0.1
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup11158	0
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup1514	0.3
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup1637	-0.4
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup19158	0.4
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup26259	2
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup29417	-0.1
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup2978	0
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup30942	0.5
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup5360	-0.1
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup792	1.6
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup859	0.5
"cell-substrate adhesion"	GO:0007160;GO:0031589	3	isogroup9018	1
"DNA metabolic process"	GO:0006259	5	isogroup10220	0.3
"DNA metabolic process"	GO:0006259	5	isogroup10233	-0.4
"DNA metabolic process"	GO:0006259	5	isogroup10310	1.1
"DNA metabolic process"	GO:0006259	5	isogroup10340	0
"DNA metabolic process"	GO:0006259	5	isogroup10414	0.6
"DNA metabolic process"	GO:0006259	5	isogroup10502	-0.2
"DNA metabolic process"	GO:0006259	5	isogroup10544	0.1
"DNA metabolic process"	GO:0006259	5	isogroup10578	1.8
"DNA metabolic process"	GO:0006259	5	isogroup1066	0.1
"DNA metabolic process"	GO:0006259	5	isogroup10744	-2.7
"DNA metabolic process"	GO:0006259	5	isogroup11028	2.2
"DNA metabolic process"	GO:0006259	5	isogroup11551	-0.4
"DNA metabolic process"	GO:0006259	5	isogroup11613	2.2
"DNA metabolic process"	GO:0006259	5	isogroup11698	0.9
"DNA metabolic process"	GO:0006259	5	isogroup11932	-0.8
"DNA metabolic process"	GO:0006259	5	isogroup12073	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup12159	-0.6
"DNA metabolic process"	GO:0006259	5	isogroup12213	0.5
"DNA metabolic process"	GO:0006259	5	isogroup1223	0.1
"DNA metabolic process"	GO:0006259	5	isogroup12269	1.6
"DNA metabolic process"	GO:0006259	5	isogroup12356	0.1
"DNA metabolic process"	GO:0006259	5	isogroup12578	0.1
"DNA metabolic process"	GO:0006259	5	isogroup1258	0.3
"DNA metabolic process"	GO:0006259	5	isogroup1269	9.8
"DNA metabolic process"	GO:0006259	5	isogroup1272	2.9
"DNA metabolic process"	GO:0006259	5	isogroup12926	0
"DNA metabolic process"	GO:0006259	5	isogroup1301	4.9
"DNA metabolic process"	GO:0006259	5	isogroup1317	-0.7
"DNA metabolic process"	GO:0006259	5	isogroup13493	0.4
"DNA metabolic process"	GO:0006259	5	isogroup13598	-0.5
"DNA metabolic process"	GO:0006259	5	isogroup1383	0.3
"DNA metabolic process"	GO:0006259	5	isogroup13895	1.2
"DNA metabolic process"	GO:0006259	5	isogroup13934	0.3
"DNA metabolic process"	GO:0006259	5	isogroup13990	0.6
"DNA metabolic process"	GO:0006259	5	isogroup14127	0
"DNA metabolic process"	GO:0006259	5	isogroup14180	-4.7
"DNA metabolic process"	GO:0006259	5	isogroup14247	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup14423	1.7
"DNA metabolic process"	GO:0006259	5	isogroup14428	0.5
"DNA metabolic process"	GO:0006259	5	isogroup14479	0.6
"DNA metabolic process"	GO:0006259	5	isogroup14566	0.5
"DNA metabolic process"	GO:0006259	5	isogroup14925	0.5
"DNA metabolic process"	GO:0006259	5	isogroup14950	-10
"DNA metabolic process"	GO:0006259	5	isogroup15128	0
"DNA metabolic process"	GO:0006259	5	isogroup15159	-0.2
"DNA metabolic process"	GO:0006259	5	isogroup15376	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup15410	0.1
"DNA metabolic process"	GO:0006259	5	isogroup15428	0.2
"DNA metabolic process"	GO:0006259	5	isogroup1560	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup15779	0
"DNA metabolic process"	GO:0006259	5	isogroup15866	0.5
"DNA metabolic process"	GO:0006259	5	isogroup15877	-1.2
"DNA metabolic process"	GO:0006259	5	isogroup15886	-0.3
"DNA metabolic process"	GO:0006259	5	isogroup1608	0.2
"DNA metabolic process"	GO:0006259	5	isogroup16162	0
"DNA metabolic process"	GO:0006259	5	isogroup16191	0.7
"DNA metabolic process"	GO:0006259	5	isogroup16627	-0.3
"DNA metabolic process"	GO:0006259	5	isogroup16691	0.3
"DNA metabolic process"	GO:0006259	5	isogroup16785	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup16860	-0.3
"DNA metabolic process"	GO:0006259	5	isogroup17071	0.7
"DNA metabolic process"	GO:0006259	5	isogroup17280	0.6
"DNA metabolic process"	GO:0006259	5	isogroup17283	0.3
"DNA metabolic process"	GO:0006259	5	isogroup17347	0.1
"DNA metabolic process"	GO:0006259	5	isogroup17362	0
"DNA metabolic process"	GO:0006259	5	isogroup17502	0.2
"DNA metabolic process"	GO:0006259	5	isogroup17558	-0.2
"DNA metabolic process"	GO:0006259	5	isogroup17702	-0.5
"DNA metabolic process"	GO:0006259	5	isogroup17804	0.3
"DNA metabolic process"	GO:0006259	5	isogroup17806	0.5
"DNA metabolic process"	GO:0006259	5	isogroup18003	-0.3
"DNA metabolic process"	GO:0006259	5	isogroup18386	0.1
"DNA metabolic process"	GO:0006259	5	isogroup1844	10
"DNA metabolic process"	GO:0006259	5	isogroup18846	0
"DNA metabolic process"	GO:0006259	5	isogroup18915	-0.1
"DNA metabolic process"	GO:0006259	5	isogroup1893	0.2
"DNA metabolic process"	GO:0006259	5	isogroup19163	0.3
"DNA metabolic process"	GO:0006259	5	isogroup19279	0.3
"DNA metabolic process"	GO:0006259	5	isogroup1951	0.5
"DNA metabolic process"	GO:0006259	5	isogroup1954	0.3
"DNA metabolic process"	GO:0006259	5	isogroup19549	0
"DNA metabolic process"	GO:0006259	5	isogroup1966	2.4
"DNA metabolic process"	GO:0006259	5	isogroup19772	0.1
"DNA metabolic process"	GO:0006259	5	isogroup19952	-0.2
"DNA metabolic process"	GO:0006259	5	isogroup1997	0.8
